original/forward/forward.class	ok	0
original/forward/kaaakka.class	ok	0
original/forward/kaaakma.class	ok	0
original/forward/kaaakmk.class	ok	0
original/forward/kaaamka.class	ok	0
original/forward/kaaamma.class	ok	0
original/forward/kaajkka.class	ok	0
original/forward/kaajkmk.class	ok	0
original/forward/kaajmka.class	ok	0
original/forward/kaajmma.class	ok	0
original/forward/kaajmmk.class	ok	0
original/forward/kajakka.class	ok	0
original/forward/kajakma.class	ok	0
original/forward/kajakmk.class	ok	0
original/forward/kajamka.class	ok	0
original/forward/kajamma.class	ok	0
original/forward/kajjkka.class	ok	0
original/forward/kajjkmk.class	ok	0
original/forward/kajjmka.class	ok	0
original/forward/kajjmma.class	ok	0
original/forward/kajjmmk.class	ok	0
original/forward/kmaakka.class	ok	0
original/forward/kmaakma.class	ok	0
original/forward/kmaakmk.class	ok	0
original/forward/kmaamka.class	ok	0
original/forward/kmaamma.class	ok	0
original/forward/kmajkka.class	ok	0
original/forward/kmajkmk.class	ok	0
original/forward/kmajmka.class	ok	0
original/forward/kmajmma.class	ok	0
original/forward/kmajmmk.class	ok	0
original/forward/kmjakka.class	ok	0
original/forward/kmjakmk.class	ok	0
original/forward/kmjamka.class	ok	0
original/forward/kmjamma.class	ok	0
original/forward/kmjjkka.class	ok	0
original/forward/kmjjkmk.class	ok	0
original/forward/kmjjmka.class	ok	0
original/forward/kmjjmma.class	ok	0
original/forward/kmjjmmk.class	ok	0
original/forward/maaakka.class	ok	0
original/forward/maaakma.class	ok	0
original/forward/maaakmk.class	ok	0
original/forward/maaamka.class	ok	0
original/forward/maaamma.class	ok	0
original/forward/maajkka.class	ok	0
original/forward/maajkmk.class	ok	0
original/forward/maajmka.class	ok	0
original/forward/maajmma.class	ok	0
original/forward/maajmmk.class	ok	0
original/forward/majakka.class	ok	0
original/forward/majakma.class	ok	0
original/forward/majakmk.class	ok	0
original/forward/majamka.class	ok	0
original/forward/majamma.class	ok	0
original/forward/majjkka.class	ok	0
original/forward/majjkmk.class	ok	0
original/forward/majjmka.class	ok	0
original/forward/majjmma.class	ok	0
original/forward/majjmmk.class	ok	0
original/forward/mmaakka.class	ok	0
original/forward/mmaakma.class	ok	0
original/forward/mmaakmk.class	ok	0
original/forward/mmaamka.class	ok	0
original/forward/mmaamma.class	ok	0
original/forward/mmajkka.class	ok	0
original/forward/mmajkmk.class	ok	0
original/forward/mmajmka.class	ok	0
original/forward/mmajmma.class	ok	0
original/forward/mmajmmk.class	ok	0
original/forward/mmjakka.class	ok	0
original/forward/mmjakmk.class	ok	0
original/forward/mmjamka.class	ok	0
original/forward/mmjamma.class	ok	0
original/forward/mmjjkka.class	ok	0
original/forward/mmjjkmk.class	ok	0
original/forward/mmjjmka.class	ok	0
original/forward/mmjjmma.class	ok	0
original/forward/mmjjmmk.class	ok	0
original/forward/muhmu/hifi/device/DeviceMS_IE3.class	ok	0
original/forward/muhmu/hifi/device/DeviceMS_IE4.class	ok	0
original/forward/muhmu/hifi/device/DeviceMSbase.class	failed_method	0
original/forward/muhmu/hifi/device/DeviceNoSound.class	ok	0
original/forward/muhmu/hifi/device/DeviceSun.class	ok	0
original/forward/muhmu/hifi/device/MAD.class	ok	0
original/forward/muhmu/hifi/device/Mixable.class	ok	0
original/forward/muhmu/hifi/device/ULaw.class	ok	0
